time/iterations,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/policy_gradient_loss,train/std,train/loss,train/entropy_loss,train/n_updates,train/clip_fraction,train/approx_kl,train/clip_range,train/learning_rate,train/explained_variance,train/value_loss,eval/mean_ep_length,eval/mean_reward
118,1479,1000.0,966656,1464.2883662499999,653,-0.028036785326548852,0.18214571475982666,-0.027699170634150505,1.6347898118197919,1170,0.7714111328125,1.7945735,0.32574786615368245,0.000521211910130166,0.9681639336049557,0.000833485220618968,,
119,1493,1000.0,974848,1469.51476859,652,0.03069060545622051,0.18327222764492035,-0.05202510207891464,1.610346328280866,1180,0.81640625,1.2991419,0.32574786615368245,0.000521211910130166,0.8881825655698776,0.000807935532452575,,
120,1508,1000.0,983040,1472.23408639,651,0.009921379582192458,0.18167881667613983,-0.01059347577393055,1.642570128198713,1190,0.7811767578125,1.1665535,0.32574786615368245,0.000521211910130166,0.9138731583952904,0.001355884351005443,,
121,1522,1000.0,991232,1477.89404244,651,0.027032235801016213,0.1821422129869461,-0.095065176486969,1.6551053984090687,1200,0.81641845703125,1.388522,0.32574786615368245,0.000521211910130166,0.8731661587953568,0.0011013147494850274,,
122,1536,1000.0,999424,1482.68914054,650,0.022027674925266184,0.18039965629577637,-0.01997855305671692,1.6714828326366842,1210,0.79215087890625,1.1929709,0.32574786615368245,0.000521211910130166,0.8848796784877777,0.001233239552834675,,
,,,1000000,,,0.020625425809339504,0.17898903787136078,-0.055241212248802185,1.7319864646531642,1220,0.80318603515625,1.3302764,0.32574786615368245,0.000521211910130166,0.902694545686245,0.001458698536725933,1000.0,-296.08859440000003
123,1556,1000.0,1007616,1485.0558318500002,647,,,,,,,,,,,,,
124,1570,1000.0,1015808,1491.2036975300005,646,0.013427423616303714,0.18094493448734283,-0.07503394037485123,1.6993334649130702,1230,0.80440673828125,1.268347,0.32574786615368245,0.000521211910130166,0.9131410419940948,0.0011884032926445798,,
125,1584,1000.0,1024000,1420.7309205000001,646,-0.09924138291098643,0.1746421903371811,-0.13722877204418182,1.8862834824249148,1240,0.77529296875,8.135262,0.32574786615368245,0.000521211910130166,0.97704684920609,0.0011380940795788774,,
126,1598,1000.0,1032192,1424.74508701,645,-0.08356125496811728,0.16847556829452515,-0.08704250305891037,2.0904619061388074,1250,0.7918212890625,9.428195,0.32574786615368245,0.000521211910130166,0.9827512633055449,0.00130268094026178,,
127,1611,1000.0,1040384,1426.4955644900003,645,0.06938168362939905,0.1733836680650711,-0.015168767422437668,2.015357022639364,1260,0.85313720703125,1.7105498,0.32574786615368245,0.000521211910130166,0.8867004662752151,0.0012499438147415276,,
128,1625,1000.0,1048576,1431.62936282,644,0.0342645104847179,0.1752326637506485,-0.040725722908973694,1.8689958144910634,1270,0.81285400390625,1.2966707,0.32574786615368245,0.000521211910130166,0.8579946905374527,0.001201927288934712,,
129,1639,1000.0,1056768,1448.8307065899999,644,0.04475717348104809,0.17806921899318695,-0.06564328074455261,1.7812183100730181,1280,0.83377685546875,1.4095104,0.32574786615368245,0.000521211910130166,0.8512996286153793,0.0010645912185509587,,
130,1653,1000.0,1064960,1448.79224406,644,0.03184585977214738,0.180336132645607,-0.06161320582032204,1.7260517376475035,1290,0.82098388671875,1.3887208,0.32574786615368245,0.000521211910130166,0.8569152802228928,0.001084758891920501,,
131,1667,1000.0,1073152,1446.4210958200001,643,0.022626154523277365,0.18264184892177582,-0.01913858763873577,1.6354791520163416,1300,0.809716796875,1.3278093,0.32574786615368245,0.000521211910130166,0.8668135702610016,0.0010708321299262025,,
132,1680,1000.0,1081344,1431.22255259,643,-0.01905006776969458,0.1798258274793625,-0.09656418114900589,1.6754096338525415,1310,0.77872314453125,1.8521959,0.32574786615368245,0.000521211910130166,0.9581744261085987,0.000863905234723461,,
133,1694,1000.0,1089536,1398.8586926200005,642,-0.09011406449462811,0.17402039468288422,-0.16470026969909668,1.9132579023949803,1320,0.7520751953125,3.2981098,0.32574786615368245,0.000521211910130166,0.9627592004835606,0.0009129455661877727,,
134,1708,1000.0,1097728,1377.8665512399998,642,-0.09143908385012764,0.1675635129213333,-0.11714532971382141,2.113433980755508,1330,0.76488037109375,5.073747,0.32574786615368245,0.000521211910130166,0.9739440269768238,0.000725811225504458,,
135,1722,1000.0,1105920,1327.56361145,642,-0.037291818700759906,0.1621766835451126,-0.13748835027217865,2.3162759257480503,1340,0.785498046875,6.1613464,0.32574786615368245,0.000521211910130166,0.9820353277027607,0.001083442929461853,,
136,1736,1000.0,1114112,1270.05389063,641,-0.09010626037052134,0.15647347271442413,-0.14863696694374084,2.489734505303204,1350,0.79298095703125,6.439913,0.32574786615368245,0.000521211910130166,0.9841665085405111,0.001003487825346383,,
137,1749,1000.0,1122304,1219.32443129,641,-0.07718048356928194,0.1507670134305954,-0.015404298901557922,2.7403640121221544,1360,0.850732421875,14.0627,0.32574786615368245,0.000521211910130166,0.9836858510971069,0.0011904396522140815,,
138,1763,1000.0,1130496,1149.1203599,640,-0.03944439973984117,0.14643830060958862,-0.0113215995952487,2.9172436032444238,1370,0.9378662109375,18.112432,0.32574786615368245,0.000521211910130166,0.9876743946224451,0.0007630177462942811,,
139,1777,1000.0,1138688,1050.2824344,640,-0.03264254439636716,0.14176680147647858,0.0066166589967906475,3.0955864883959294,1380,0.95848388671875,30.060303,0.32574786615368245,0.000521211910130166,0.9922261736355722,0.0006783001517732146,,
140,1791,1000.0,1146880,1023.49542418,640,-0.022812996932407258,0.1374453902244568,0.08850821107625961,3.2629086380824446,1390,0.897509765625,26.789127,0.32574786615368245,0.000521211910130166,0.9907505484297872,0.0021202127103606473,,
141,1805,1000.0,1155072,1003.2828786700001,639,0.0757901948692961,0.1431778520345688,-0.054460786283016205,3.163985206373036,1400,0.86719970703125,2.386362,0.32574786615368245,0.000521211910130166,0.9725327678024769,0.002401231854355501,,
142,1819,1000.0,1163264,960.90899168,639,0.10048925539340417,0.15031521022319794,0.027063146233558655,2.8928781490772963,1410,0.87158203125,2.3296785,0.32574786615368245,0.000521211910130166,0.9730990696698427,0.0019144173516906448,,
143,1832,1000.0,1171456,956.3871900700001,639,-0.009369662655080902,0.1473403126001358,-0.0919962078332901,2.8748172223567963,1420,0.83822021484375,6.595684,0.32574786615368245,0.000521211910130166,0.9942776821553707,0.0014932643357269625,,
144,1846,1000.0,1179648,949.5830438300001,638,0.09644695782117196,0.15376126766204834,-0.01014408003538847,2.71864603664726,1430,0.88050537109375,2.0235837,0.32574786615368245,0.000521211910130166,0.9073947295546532,0.001500464014134195,,
145,1860,1000.0,1187840,972.3370158399999,638,0.029686756425508064,0.15442900359630585,-0.0582999512553215,2.6113246595487,1440,0.82034912109375,2.2674155,0.32574786615368245,0.000521211910130166,0.9709650352597237,0.001678440422847416,,
146,1874,1000.0,1196032,1005.3876546599998,638,0.037053665374332925,0.15822844207286835,-0.07244430482387543,2.5095162564888596,1450,0.8278564453125,1.7756262,0.32574786615368245,0.000521211910130166,0.9666615426540375,0.0019062042533278146,,
,,,1200000,,,0.0626247761751074,0.16210226714611053,-0.005504486616700888,2.369848176278174,1460,0.84610595703125,1.8816255,0.32574786615368245,0.000521211910130166,0.9594949036836624,0.0019045598823595356,1000.0,-64.6681762
147,1894,1000.0,1204224,1055.4163346300002,635,,,,,,,,,,,,,
148,1907,1000.0,1212416,1110.28843571,635,0.06730531443308792,0.16624657809734344,0.127769336104393,2.2305603392422197,1470,0.84539794921875,1.8926116,0.32574786615368245,0.000521211910130166,0.9429156742990017,0.0017415258206483486,,
149,1921,1000.0,1220608,1198.26359112,635,0.022564506465823798,0.16744153201580048,0.04426587373018265,2.1494637260213496,1480,0.80582275390625,1.4446393,0.32574786615368245,0.000521211910130166,0.9322752580046654,0.0016554133333102072,,
150,1935,1000.0,1228800,1299.90249912,634,0.037250873391894854,0.1667478084564209,-0.02427852340042591,2.112383173406124,1490,0.81197509765625,1.5445013,0.32574786615368245,0.000521211910130166,0.9079293757677078,0.001734754468589017,,
151,1948,1000.0,1236992,1379.9245616399996,634,0.011082498076757475,0.1666397899389267,-0.04241632670164108,2.168782994709909,1500,0.79844970703125,1.5565726,0.32574786615368245,0.000521211910130166,0.9635365903377533,0.0015450897986283962,,
152,1962,1000.0,1245184,1392.28424528,634,-0.0414763006803696,0.16149908304214478,-0.07130228728055954,2.3186653634533285,1510,0.76671142578125,2.916182,0.32574786615368245,0.000521211910130166,0.9714164230972528,0.001441179129824377,,
153,1976,1000.0,1253376,1412.54325808,634,-0.020791084247321123,0.1598329395055771,-0.11320838332176208,2.3885908698663116,1520,0.78221435546875,2.978499,0.32574786615368245,0.000521211910130166,0.9743503909558058,0.0011749496181209906,,
154,1989,1000.0,1261568,1452.4643764300001,633,0.043774818369820424,0.16050653159618378,0.039189960807561874,2.3958020109683273,1530,0.8240234375,1.605217,0.32574786615368245,0.000521211910130166,0.9424299374222755,0.0012459549443974538,,
155,2003,1000.0,1269760,1439.7664219600001,633,0.0015938767061015823,0.1589673012495041,-0.027575761079788208,2.4541663927957416,1540,0.8006103515625,1.9396429,0.32574786615368245,0.000521211910130166,0.9748299177736044,0.0010593255962930924,,
156,2017,1000.0,1277952,1452.4260164,633,-0.012033797712683736,0.15865278244018555,-0.0793246477842331,2.465308415144682,1550,0.79632568359375,2.2627406,0.32574786615368245,0.000521211910130166,0.9858769262209535,0.0009548111238927958,,
157,2031,1000.0,1286144,1445.0567105199998,633,-0.005133858695990057,0.15763117372989655,-0.041233841329813004,2.4660298477858307,1560,0.8015625,2.0673566,0.32574786615368245,0.000521211910130166,0.9844582797959447,0.0010064604106446496,,
158,2045,1000.0,1294336,1445.0668018699996,632,0.02942171156837503,0.1577109545469284,-0.0588948056101799,2.494816555827856,1570,0.81522216796875,2.217526,0.32574786615368245,0.000521211910130166,0.962950237095356,0.0016864224018036111,,
159,2058,1000.0,1302528,1441.6282761799998,632,0.03691170087481623,0.158002570271492,-0.052039533853530884,2.458855155482888,1580,0.8202880859375,1.4006499,0.32574786615368245,0.000521211910130166,0.8680923730134964,0.0016173619007986417,,
160,2072,1000.0,1310720,1445.08019635,632,0.07553072725713719,0.1580015867948532,-0.029702074825763702,2.454801191389561,1590,0.81854248046875,1.905713,0.32574786615368245,0.000521211910130166,0.9492887929081917,0.0016578310890054127,,
161,2086,1000.0,1318912,1448.21194493,632,0.04529829531384166,0.16029930114746094,-0.04116931930184364,2.4313577791675924,1600,0.8230224609375,1.5464622,0.32574786615368245,0.000521211910130166,0.8919597640633583,0.0015288324265839038,,
162,2099,1000.0,1327104,1413.8592694900005,631,0.03152182076446479,0.16107191145420074,-0.0863453820347786,2.3793030358850955,1610,0.8218505859375,1.4213996,0.32574786615368245,0.000521211910130166,0.8790570572018623,0.001310410667065298,,
163,2113,1000.0,1335296,1397.2981913700005,631,-0.08292883780304691,0.15591435134410858,-0.10612691938877106,2.535463694855571,1620,0.8047119140625,5.802284,0.32574786615368245,0.000521211910130166,0.9890231303870678,0.0012583186299934823,,
164,2127,1000.0,1343488,1412.9756794300001,631,-0.06731105863091216,0.15046802163124084,-0.12854276597499847,2.753427401557565,1630,0.80020751953125,5.0725603,0.32574786615368245,0.000521211910130166,0.9917676616460085,0.0011221132585433225,,
165,2141,1000.0,1351680,1410.0374290700001,631,0.04952768497787474,0.1507428139448166,0.03056561015546322,2.7343394540250303,1640,0.83389892578125,2.1893206,0.32574786615368245,0.000521211910130166,0.9728831462562084,0.0013625064995267167,,
166,2155,1000.0,1359872,1394.08924134,630,0.07081513027605979,0.15269459784030914,-0.03230666369199753,2.6891679521650076,1650,0.847021484375,1.7856404,0.32574786615368245,0.000521211910130166,0.9180117473006248,0.001412786960008816,,
167,2169,1000.0,1368064,1413.0799964800003,630,-0.035946274552406975,0.14962172508239746,-0.10727717727422714,2.786008017510176,1660,0.79189453125,2.8894975,0.32574786615368245,0.000521211910130166,0.9911317992955446,0.0009898805107695808,,
168,2183,1000.0,1376256,1411.0248880000001,630,0.06248841186989011,0.15297555923461914,-0.07650323212146759,2.7145934348925946,1670,0.85579833984375,1.8127449,0.32574786615368245,0.000521211910130166,0.9309995248913765,0.0011880836751515743,,
169,2196,1000.0,1384448,1422.68566564,630,0.04898510711191193,0.15493656694889069,-0.005414905957877636,2.631166096962988,1680,0.83548583984375,1.8591869,0.32574786615368245,0.000521211910130166,0.9442233853042126,0.0013806207744892162,,
170,2210,1000.0,1392640,1405.91751435,629,0.023648292590951314,0.15585386753082275,-0.04860716685652733,2.591982763633132,1690,0.8105712890625,1.9508463,0.32574786615368245,0.000521211910130166,0.9635370783507824,0.0016145728126275571,,
,,,1400000,,,-0.008125947124426602,0.15275691449642181,-0.10724987834692001,2.6518389239907263,1700,0.797216796875,2.3332012,0.32574786615368245,0.000521211910130166,0.9807249065488577,0.001401545759858891,1000.0,-252.373225
171,2230,1000.0,1400832,1412.5505274399998,627,,,,,,,,,,,,,
172,2244,1000.0,1409024,1413.4440423,627,0.06838833682668337,0.15511824190616608,0.00385461188852787,2.6230322007089852,1710,0.85963134765625,1.9162903,0.32574786615368245,0.000521211910130166,0.9509769268333912,0.001059857788550289,,
173,2258,1000.0,1417216,1414.8922445999997,627,0.03298573377524008,0.15588559210300446,-0.04942242056131363,2.543927836790681,1720,0.81492919921875,1.3848437,0.32574786615368245,0.000521211910130166,0.9481645375490189,0.001349714071920971,,
174,2271,1000.0,1425408,1456.19406642,627,0.041099051623314155,0.15815959870815277,-0.01535313855856657,2.4981228483840825,1730,0.82713623046875,1.5075216,0.32574786615368245,0.000521211910130166,0.9200643226504326,0.0012056525661591877,,
175,2285,1000.0,1433600,1482.23973174,627,0.025156755133139086,0.1586706042289734,-0.09255172312259674,2.4621600044891236,1740,0.84205322265625,1.9859247,0.32574786615368245,0.000521211910130166,0.9259491264820099,0.001048471136050466,,
176,2299,1000.0,1441792,1486.29134208,627,0.05883636795297207,0.16195712983608246,0.01670372113585472,2.3571853421628477,1750,0.8389404296875,1.6232011,0.32574786615368245,0.000521211910130166,0.932206965982914,0.0008966976404963134,,
177,2313,1000.0,1449984,1492.3970787900003,626,-0.04364323295121721,0.1570044457912445,-0.09728927910327911,2.4805206900462506,1760,0.77236328125,3.3902893,0.32574786615368245,0.000521211910130166,0.9878122555091977,0.000923704405204262,,
178,2326,1000.0,1458176,1515.0333038799997,626,0.020538704413775123,0.15767532587051392,-0.03916754573583603,2.484824175015092,1770,0.80975341796875,1.4104228,0.32574786615368245,0.000521211910130166,0.9275868609547615,0.0008820753750569566,,
179,2340,1000.0,1466368,1517.24421507,626,0.05654471286215994,0.15876299142837524,-0.018100537359714508,2.4696973891928793,1780,0.84169921875,1.6489627,0.32574786615368245,0.000521211910130166,0.8996760174632072,0.001032106671573274,,
180,2353,1000.0,1474560,1520.7876686999998,626,0.024612364564745803,0.15870817005634308,0.0035191134084016085,2.4457440936937926,1790,0.81217041015625,1.3858519,0.32574786615368245,0.000521211910130166,0.9250028133392334,0.000983208259958701,,
181,2367,1000.0,1482752,1528.87500199,626,0.028160170868068234,0.15922081470489502,-0.02221955917775631,2.4355881033465265,1800,0.8091796875,1.3436747,0.32574786615368245,0.000521211910130166,0.9240864738821983,0.0009986565109556978,,
182,2381,1000.0,1490944,1553.8341418999998,626,0.02987032745622855,0.15902428328990936,-0.021565735340118408,2.422581592015922,1810,0.82861328125,1.6979594,0.32574786615368245,0.000521211910130166,0.9083535596728325,0.0009889250938840632,,
183,2395,1000.0,1499136,1541.8341690299997,625,-0.012205628792980861,0.15696559846401215,-0.10481362789869308,2.5163384241983295,1820,0.7830322265625,2.4719946,0.32574786615368245,0.000521211910130166,0.9816538747400045,0.0012190471836902362,,
184,2409,1000.0,1507328,1543.5360505499996,625,0.024597101524341268,0.15653292834758759,-0.04936672002077103,2.5325622536242007,1830,0.80433349609375,1.59557,0.32574786615368245,0.000521211910130166,0.978095768019557,0.0011218095698950492,,
185,2422,1000.0,1515520,1552.7188631899999,625,0.041809530604041356,0.15687930583953857,-0.04019384831190109,2.520465125888586,1840,0.83250732421875,1.7032937,0.32574786615368245,0.000521211910130166,0.9004198685288429,0.0011768993793339177,,
186,2436,1000.0,1523712,1554.62386547,625,0.04569428221329872,0.15865375101566315,-0.023146633058786392,2.4798984680324794,1850,0.82147216796875,1.4917028,0.32574786615368245,0.000521211910130166,0.8960060998797417,0.0009733382188187534,,
187,2450,1000.0,1531904,1554.82752212,625,0.029468455932146753,0.15872232615947723,-0.05009403079748154,2.4430052215233444,1860,0.81539306640625,1.5769932,0.32574786615368245,0.000521211910130166,0.9351562261581421,0.0008605676022398256,,
188,2464,1000.0,1540096,1556.71688351,624,0.002718989488130319,0.15705923736095428,0.005125710275024176,2.4860343914479017,1870,0.790234375,1.4117031,0.32574786615368245,0.000521211910130166,0.9451730065047741,0.0010137000527493001,,
189,2477,1000.0,1548288,1515.9833051399996,624,-0.056531838779665125,0.1526525914669037,-0.11938348412513733,2.654203252121806,1880,0.76796875,3.322804,0.32574786615368245,0.000521211910130166,0.9877792121842504,0.0007328679227725843,,
190,2491,1000.0,1556480,1515.7077156000003,624,-0.1011698978873028,0.14671513438224792,-0.18071694672107697,2.919079817272723,1890,0.77073974609375,5.3939247,0.32574786615368245,0.000521211910130166,0.9920578496530652,0.0005416692446601701,,
191,2505,1000.0,1564672,1500.8252440499998,624,0.0670268937928995,0.1512284278869629,-0.05241259187459946,2.780701965466142,1900,0.84119873046875,1.631533,0.32574786615368245,0.000521211910130166,0.9433066137135029,0.0009037632288368513,,
192,2519,1000.0,1572864,1460.7237319099995,624,-0.0098005115621163,0.14856840670108795,-0.02854645811021328,2.8192684419453142,1910,0.794287109375,3.058433,0.32574786615368245,0.000521211910130166,0.9853275874629617,0.0012708509745607444,,
193,2532,1000.0,1581056,1442.2867018900004,624,-0.09403404649638106,0.1431064009666443,-0.16321071982383728,3.0572396142408254,1920,0.78829345703125,5.772356,0.32574786615368245,0.000521211910130166,0.9925585589371622,0.0007732075172839359,,
194,2546,1000.0,1589248,1381.5130675399998,624,-0.05736796133460302,0.13929732143878937,-0.15447410941123962,3.2173223461955787,1930,0.78199462890625,5.292773,0.32574786615368245,0.000521211910130166,0.99266576487571,0.001036187394731769,,
195,2560,1000.0,1597440,1375.9290354499994,623,-0.05591928258145344,0.13485956192016602,-0.042392194271087646,3.396423694677651,1940,0.8125244140625,7.295846,0.32574786615368245,0.000521211910130166,0.9946242929436266,0.0009127882917937313,,
,,,1600000,,,-0.003720376261480851,0.1323534995317459,-0.03231777250766754,3.509624689258635,1950,0.80615234375,4.4401474,0.32574786615368245,0.000521211910130166,0.9936190233565867,0.0009054784993963949,1000.0,-366.9929882
196,2580,1000.0,1605632,1379.88851529,622,,,,,,,,,,,,,
197,2593,1000.0,1613824,1357.0353220099998,622,0.10787327543985156,0.14030759036540985,0.009227773174643517,3.3301958406344054,1960,0.89722900390625,2.6494825,0.32574786615368245,0.000521211910130166,0.9261427596211433,0.0008794359132707541,,
198,2607,1000.0,1622016,1330.67565528,621,-0.04168731156387366,0.13661612570285797,-0.10903635621070862,3.3009680679067968,1970,0.79935302734375,4.79635,0.32574786615368245,0.000521211910130166,0.9942346466705203,0.0012365590556328242,,
199,2621,1000.0,1630208,1333.14916447,621,0.00634467015734117,0.1361730992794037,-0.003127262694761157,3.3672107335180046,1980,0.82027587890625,2.9457083,0.32574786615368245,0.000521211910130166,0.9916155086830258,0.0011289588654562976,,
200,2635,1000.0,1638400,1336.8816573200002,621,0.07234549398817762,0.14003023505210876,-0.03375225141644478,3.22837890740484,1990,0.85302734375,2.0095036,0.32574786615368245,0.000521211910130166,0.9640190154314041,0.001147551030271643,,
201,2649,1000.0,1646592,1360.47553354,621,0.061933334587047285,0.1418832689523697,-0.032928433269262314,3.134676967561245,2000,0.84912109375,1.8913443,0.32574786615368245,0.000521211910130166,0.8660179376602173,0.0006192574693159259,,
202,2662,1000.0,1654784,1386.1816194699998,621,-0.02803905302553176,0.1389242559671402,-0.10539510101079941,3.215966079570353,2010,0.79464111328125,4.2898846,0.32574786615368245,0.000521211910130166,0.994515442289412,0.0010042400171414556,,
203,2676,1000.0,1662976,1398.6728592199997,621,0.09455428904220753,0.1439417004585266,0.119646817445755,3.1361366622149944,2020,0.83907470703125,1.7911336,0.32574786615368245,0.000521211910130166,0.9567319191992283,0.0014031200035560687,,
204,2690,1000.0,1671168,1400.79786842,621,0.05928133109646296,0.14658749103546143,-0.04604288563132286,2.95655929967761,2030,0.84432373046875,1.8476802,0.32574786615368245,0.000521211910130166,0.8468277156352997,0.0008607704185351394,,
205,2703,1000.0,1679360,1463.3517021200003,621,0.06211261452463077,0.14999458193778992,0.005126879550516605,2.8219491627067326,2040,0.83160400390625,1.4990317,0.32574786615368245,0.000521211910130166,0.924378328025341,0.0011629539973000646,,
206,2717,1000.0,1687552,1522.85206367,620,0.06666231930084905,0.1513182669878006,-0.0263828095048666,2.7628839887678622,2050,0.80369873046875,1.3745782,0.32574786615368245,0.000521211910130166,0.9506934471428394,0.002596487797973168,,
207,2731,1000.0,1695744,1499.9658807799997,620,-0.001259813507385843,0.1494929939508438,-0.008582127280533314,2.7898262832313776,2060,0.78662109375,2.3066719,0.32574786615368245,0.000521211910130166,0.9799283314496279,0.0016139642408234066,,
208,2744,1000.0,1703936,1509.5180577300002,620,0.02243858025958616,0.1503806710243225,-0.03227554261684418,2.7663439262658356,2070,0.81279296875,1.853522,0.32574786615368245,0.000521211910130166,0.9820112120360136,0.0017515195329224297,,
209,2758,1000.0,1712128,1499.8505679300004,620,-0.027991780140291668,0.14804388582706451,-0.09221917390823364,2.8265495009720327,2080,0.81114501953125,3.514784,0.32574786615368245,0.000521211910130166,0.9922974919900298,0.0016044093630398493,,
210,2772,1000.0,1720320,1526.04903165,620,0.023578447100135236,0.14807838201522827,-0.007447386160492897,2.866172908991575,2090,0.80673828125,1.8227844,0.32574786615368245,0.000521211910130166,0.9738372806459665,0.003314897179416221,,
211,2786,1000.0,1728512,1525.57652072,620,0.04655365502894711,0.1496652066707611,-0.0016128341667354107,2.8209421172738076,2100,0.855029296875,1.9486146,0.32574786615368245,0.000521211910130166,0.9510500580072403,0.0011564062910792926,,
212,2800,1000.0,1736704,1521.1703952999999,620,0.03465932085455279,0.15173806250095367,0.005507695022970438,2.75434090513736,2110,0.8076904296875,1.2870096,0.32574786615368245,0.000521211910130166,0.9526895321905613,0.0015556927793113572,,
213,2813,1000.0,1744896,1530.71771933,620,0.057351320720408695,0.1557117998600006,0.02972537651658058,2.6375135691836475,2120,0.84913330078125,1.9484875,0.32574786615368245,0.000521211910130166,0.9514855369925499,0.0019016961648958385,,
214,2827,1000.0,1753088,1525.38781681,620,0.017650637668702986,0.15484006702899933,-0.056092891842126846,2.599497742392123,2130,0.80093994140625,1.6837139,0.32574786615368245,0.000521211910130166,0.9816308189183474,0.0012806044802800899,,
215,2841,1000.0,1761280,1510.2316878200002,619,0.04587395214366552,0.15740981698036194,-0.004700517747551203,2.516264783591032,2140,0.8205810546875,1.3390989,0.32574786615368245,0.000521211910130166,0.9351583048701286,0.0010092647120927723,,
216,2855,1000.0,1769472,1502.88616509,619,0.022020616721056284,0.15744827687740326,-0.011000118218362331,2.5206929622218013,2150,0.78675537109375,1.6109669,0.32574786615368245,0.000521211910130166,0.970635125413537,0.003416938501095501,,
217,2868,1000.0,1777664,1506.75409593,619,0.0596286314594181,0.16100046038627625,-0.09068384021520615,2.417384525574744,2160,0.8136962890625,1.5047833,0.32574786615368245,0.000521211910130166,0.9623337276279926,0.0012881955721695704,,
218,2882,1000.0,1785856,1500.2284740099997,619,0.041403377583264955,0.16364197432994843,0.03249922767281532,2.3216548597440125,2170,0.82802734375,1.6205096,0.32574786615368245,0.000521211910130166,0.8357266783714294,0.0008878966298880187,,
219,2896,1000.0,1794048,1515.4741989,619,-0.012936614920545254,0.16168218851089478,-0.068507120013237,2.3381235297769307,2180,0.7693603515625,1.9135865,0.32574786615368245,0.000521211910130166,0.9832241963595152,0.0012816137347726908,,
,,,1800000,,,-0.012132487196140573,0.15840743482112885,-0.09526953846216202,2.4286724906414747,2190,0.7818359375,1.8235221,0.32574786615368245,0.000521211910130166,0.9793471843004227,0.0012545921733817522,1000.0,-410.4780278
220,2916,1000.0,1802240,1528.25311968,618,,,,,,,,,,,,,
221,2929,1000.0,1810432,1549.57656231,617,0.03018613204058056,0.15994803607463837,0.008096308447420597,2.4150901343673468,2200,0.81368408203125,1.4975569,0.32574786615368245,0.000521211910130166,0.9271440878510475,0.0014296790698836049,,
222,2943,1000.0,1818624,1560.6932993300004,617,0.04146067760266305,0.16211305558681488,-0.03623804450035095,2.3686032464727758,2210,0.8249755859375,1.4269508,0.32574786615368245,0.000521211910130166,0.8391328752040863,0.0009716897585121842,,
223,2956,1000.0,1826816,1560.4111222099998,617,0.035840415976599614,0.16421790421009064,-0.10407567769289017,2.3100098917260765,2220,0.82607421875,1.5265578,0.32574786615368245,0.000521211910130166,0.910256139934063,0.0011400021611507327,,
224,2970,1000.0,1835008,1565.1336874399997,617,0.030989812958614492,0.16555452346801758,-0.051661569625139236,2.237488498352468,2230,0.812158203125,1.483742,0.32574786615368245,0.000521211910130166,0.8851931020617485,0.0010976855017815978,,
225,2984,1000.0,1843200,1574.1809416499998,617,0.016210619037883588,0.16597209870815277,0.03124205209314823,2.2158688412979246,2240,0.7919921875,1.2092805,0.32574786615368245,0.000521211910130166,0.9421519413590431,0.0010839143350949599,,
226,2998,1000.0,1851392,1577.25213056,617,0.0375151847689267,0.1664067655801773,0.006358730141073465,2.1954521860927345,2250,0.80653076171875,1.4312732,0.32574786615368245,0.000521211910130166,0.8642301559448242,0.0009112925171393726,,
227,3012,1000.0,1859584,1582.97555482,617,0.01725642600631545,0.1678364872932434,-0.017101455479860306,2.1472791209816933,2260,0.79295654296875,1.1858938,0.32574786615368245,0.000521211910130166,0.922409825026989,0.0009625678109614455,,
228,3025,1000.0,1867776,1606.4432580400003,617,0.05463306993478909,0.16840052604675293,-0.0306923296302557,2.1284150414168836,2270,0.8173095703125,1.3336488,0.32574786615368245,0.000521211910130166,0.8856061175465584,0.0009634190693304845,,
229,3039,1000.0,1875968,1609.3457528100005,617,0.02633398419893638,0.168707013130188,-0.040945664048194885,2.11745714712888,2280,0.797265625,1.2964224,0.32574786615368245,0.000521211910130166,0.8871698379516602,0.0012007383704940367,,
230,3053,1000.0,1884160,1613.2728854599998,617,0.010444907569763018,0.17006224393844604,-0.03806358948349953,2.0626611427403985,2290,0.780029296875,1.0884472,0.32574786615368245,0.000521211910130166,0.9218769446015358,0.0009715350624446728,,
231,3067,1000.0,1892352,1623.64180154,616,0.00901673378466512,0.17099298536777496,0.07357887923717499,2.0616642355918886,2300,0.7890869140625,1.3414848,0.32574786615368245,0.000521211910130166,0.9530645683407784,0.001352090571140252,,
232,3080,1000.0,1900544,1623.9086408700002,616,0.023891361063760996,0.17077745497226715,-0.07418002188205719,2.0412482817657294,2310,0.79237060546875,1.2450335,0.32574786615368245,0.000521211910130166,0.8660274147987366,0.0010872162215719073,,
233,3094,1000.0,1908736,1624.15502726,616,0.02321933605871891,0.1711440533399582,-0.06439869850873947,2.040989153366536,2320,0.78812255859375,1.1389561,0.32574786615368245,0.000521211910130166,0.8698238581418991,0.001257855171297706,,
234,3108,1000.0,1916928,1616.3069799200002,616,0.02114201868771488,0.17207841575145721,-0.031148573383688927,2.00607727477327,2330,0.80108642578125,1.3742125,0.32574786615368245,0.000521211910130166,0.8536747992038727,0.0009013260429810543,,
235,3121,1000.0,1925120,1615.42403354,616,-0.005723337828658259,0.16884362697601318,-0.042117681354284286,2.100605190731585,2340,0.7590087890625,1.6552951,0.32574786615368245,0.000521211910130166,0.97157440520823,0.0014929813867183839,,
